title,author,score,pages,year,genre,desc,reviews,url
The Velveteen Rabbit,Margery Williams Bianco,"53,824",40,1922,"Classics,Childrens,Fiction,Picture Books,Fantasy,Animals,Young Adult","Nursery magic is very strange and wonderful, and only those playthings that are old and wise and experienced like the Skin Horse understand all about it.","4,898",/book/show/144974.The_Velveteen_Rabbit
"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,"53,824",346,1976,"Horror,Fantasy,Fiction,Vampires,Paranormal,Classics,Gothic","This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even ""settle down"" for a while in the opulent French Quarter. Louis remembers Claudia's struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are.","16,064",/book/show/43763.Interview_with_the_Vampire
Siddhartha,Hermann Hesse,"998,587",152,1922,"Classics,Fiction,Philosophy,Spirituality,Religion,Literature,Buddhism","Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning.","26,870",/book/show/52036.Siddhartha
"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,"5,677",494,1970,"Fantasy,Fiction,Historical Fiction,Arthurian,Historical,Mythology,Science Fiction Fantasy","Fifth century Britain is a country of chaos and division after the Roman withdrawal. This is the world of young Merlin, the illegitimate child of a South Wales princess who will not reveal to her son his father's true identity. Yet Merlin is an extraordinary child, aware at the earliest age that he possesses a great natural gift - the Sight. Against a background of invasion and imprisonment, wars and conquest, Merlin emerges into manhood, and accepts his dramatic role in the New Beginning - the coming of King Arthur.","2,072",/book/show/82192.The_Crystal_Cave
Memoirs of Hadrian,Marguerite Yourcenar,"5,677",347,1951,"Historical Fiction,Fiction,Classics,France,Historical,Philosophy,Literature","Both an exploration of character and a reflection on the meaning of history, ","2,660",/book/show/12172.Memoirs_of_Hadrian
The Secret Garden,Frances Hodgson Burnett,"998,587",331,1911,"Classics,Fiction,Childrens,Young Adult,Historical Fiction,Middle Grade,Fantasy","In a house full of sadness and secrets, can young, orphaned Mary find happiness?","28,255",/book/show/2998.The_Secret_Garden
The Virgin Suicides,Jeffrey Eugenides,"18,805",250,1993,"Fiction,Classics,Contemporary,Young Adult,Literary Fiction,Coming Of Age,Mental Health","The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.","22,295",/book/show/10956.The_Virgin_Suicides
A Brief History of Time,Stephen Hawking,"9,637",226,1988,"Science,Nonfiction,Physics,History,Classics,Philosophy,Astronomy","A landmark volume in science writing by one of the great minds of our time, Stephen Hawking’s book explores such profound questions as: How did the universe begin—and what made its start possible? Does time always flow forward? Is the universe unending—or are there boundaries? Are there other dimensions in space? What will happen when it all ends?","12,498",/book/show/3869.A_Brief_History_of_Time
The Perks of Being a Wallflower,Stephen Chbosky,"53,824",213,1999,"Young Adult,Fiction,Coming Of Age,Classics,Romance,Mental Health,Realistic Fiction",standing on the fringes of life...,"90,484",/book/show/22628.The_Perks_of_Being_a_Wallflower
"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"18,805",224,1932,"Classics,Historical Fiction,Childrens,Fiction,Young Adult,Historical,Middle Grade","Based on the real-life adventures of Laura Ingalls Wilder, Little House in the Big Woods is the first book in the award-winning Little House series, which has captivated generations of readers. This edition features the classic black-and-white artwork from Garth Williams.","7,846",/book/show/8337.Little_House_in_the_Big_Woods
"One for the Money (Stephanie Plum, #1)",Janet Evanovich,"5,677",320,1994,"Mystery,Fiction,Humor,Chick Lit,Romance,Crime,Mystery Thriller","Meet Stephanie Plum, a bounty hunter with attitude. In Stephanie’s opinion, toxic waste, rabid drivers, armed schizophrenics, and August heat, humidity, and hydrocarbons are all part of the great adventure of living in Jersey.","17,115",/book/show/6853.One_for_the_Money
"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"53,824",351,1985,"Fiction,Historical Fiction,Westerns,Classics,Literature,Horror,Novels"," is an epic novel of the violence and depravity that attended America's westward expansion, brilliantly subverting the conventions of the Western novel and the mythology of the Wild West. Based on historical events that took place on the Texas-Mexico border in the 1850s, it traces the fortunes of the Kid, a fourteen-year-old Tennesseean who stumbles into a nightmarish world where Indians are being murdered and the market for their scalps is thriving.","16,067",/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West
"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,"5,677",243,1973,"Science Fiction,Fiction,Science Fiction Fantasy,Space,Classics,Novels,Aliens","At first, only a few things are known about the celestial object that astronomers dub Rama. It is huge, weighing more than ten trillion tons. And it is hurtling through the solar system at an inconceivable speed. Then a space probe confirms the unthinkable: Rama is no natural object. It is, incredibly, an interstellar spacecraft. Space explorers and planet-bound scientists alike prepare for mankind's first encounter with alien intelligence. It will kindle their wildest dreams... and fan their darkest fears. For no one knows who the Ramans are or why they have come. And now the moment of rendezvous awaits — just behind a Raman airlock door.","5,765",/book/show/112537.Rendezvous_with_Rama
Howl and Other Poems,Allen Ginsberg,"9,637",56,1956,"Poetry,Classics,Fiction,American,Queer,Literature,LGBT","A beat movement icon and visionary poet, Allen Ginsberg broke boundaries with his fearless, pyrotechnic verse. The apocalyptic ""Howl"" became the subject of an obscenity trial when it was first published in 1956 -- its vindication was a watershed moment in twentieth-century history. Dark, ecstatic and rhapsodic, ""Howl"" shows why Ginsberg was one of the most influential poets of the twentieth century.","2,810",/book/show/6295.Howl_and_Other_Poems
Love in the Time of Cholera,Gabriel García Márquez,"998,587",348,1985,"Fiction,Historical Fiction,Magical Realism,Literature,Novels,Classics,Spanish Literature","In their youth, Florentino Ariza and Fermina Daza fall passionately in love. When Fermina eventually chooses to marry a wealthy, well-born doctor, Florentino is heartbroken, but he is a romantic. As he rises in his business career he whiles away the years in 622 affairs—yet he reserves his heart for Fermina. Her husband dies at last, and Florentino purposefully attends the funeral. Fifty years, nine months, and four days after he first declared his love for Fermina, he will do so again.","27,182",/book/show/9712.Love_in_the_Time_of_Cholera
The Poisonwood Bible,Barbara Kingsolver,"998,587",546,1998,"Fiction,Historical Fiction,Africa,Classics,Literary Fiction,Historical,Literature"," is a story told by the wife and four daughters of Nathan Price, a fierce, evangelical Baptist who takes his family and mission to the Belgian Congo in 1959. They carry with them everything they believe they will need from home, but soon find that all of it -- from garden seeds to Scripture -- is calamitously transformed on African soil. What follows is a suspenseful epic of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.","27,429",/book/show/7244.The_Poisonwood_Bible
American Psycho,Bret Easton Ellis,"18,805",399,1991,"Fiction,Horror,Classics,Thriller,Crime,Contemporary,Novels","Patrick Bateman is twenty-six and works on Wall Street. He is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to head-on collision with America's greatest dream—and its worst nightmare—","18,907",/book/show/28676.American_Psycho
Anthem,Ayn Rand,"9,637",105,1938,"Fiction,Classics,Dystopia,Philosophy,Science Fiction,School,Literature","They existed only to serve the state. They were conceived in controlled Palaces of Mating. They died in the Home of the Useless. From cradle to grave, the crowd was one—the great WE.","11,348",/book/show/667.Anthem
"Calvin and Hobbes (Calvin and Hobbes, #1)",Bill Watterson,"53,824",128,1987,"Comics,Humor,Graphic Novels,Fiction,Childrens,Comedy,Graphic Novels Comics","This is the first collection of the popular comic strip that features Calvin, a rambunctious 6-year-old boy, and his stuffed tiger, Hobbes, who comes charmingly to life.","1,077",/book/show/77727.Calvin_and_Hobbes
The Very Hungry Caterpillar,Eric Carle,"18,805",26,1969,"Picture Books,Childrens,Fiction,Classics,Animals,Food,Counting","THE all-time classic story, from generation to generation, sold somewhere in the world every 30 seconds! Have you shared it with a child or grandchild in your life?","10,425",/book/show/4948.The_Very_Hungry_Caterpillar
The Crucible: A Play in Four Acts,Arthur Miller,"53,824",143,1946,"Classics,Plays,Fiction,Historical Fiction,School,Read For School,Historical","""I believe that the reader will discover here the essential nature of one of the strangest and most awful chapters in human history,"" Arthur Miller wrote of his classic play about the witch-hunts and trials in seventeenth-century Salem, Massachusetts. Based on historical people and real events, Miller's drama is a searing portrait of a community engulfed by hysteria. In the rigid theocracy of Salem, rumors that women are practicing witchcraft galvanize the town's most basic fears and suspicions; and when a young girl accuses Elizabeth Proctor of being a witch, self-righteous church leaders and townspeople insist that Elizabeth be brought to trial. The ruthlessness of the prosecutors and the eagerness of neighbor to testify against neighbor brilliantly illuminates the destructive power of socially sanctioned violence.","12,049",/book/show/17250.The_Crucible
The Gift of the Magi,O. Henry,"5,677",26,1905,"Classics,Short Stories,Fiction,Christmas,Romance,Holiday,Literature","In a shabby New York flat, Della sobs as she counts the few coins she has saved to buy a Christmas present for her husband, Jim. One dollar and eighty-seven cents is all the money she has in the world. A gift worthy of her devotion will require a great sacrifice: selling her long, beautiful hair. Set in New York at the turn of the twentieth century, this classic piece of American literature tells the story of a young couple and the value of love.","2,685",/book/show/143534.The_Gift_of_the_Magi
The Metamorphosis,Franz Kafka,"998,587",201,1915,"Classics,Fiction,Fantasy,Philosophy,Literature,Short Stories,School","""As Gregor Samsa awoke one morning from uneasy dreams he found himself transformed in his bed into a gigantic insect. He was laying on his hard, as it were armor-plated, back and when he lifted his head a little he could see his domelike brown belly divided into stiff arched segments on top of which the bed quilt could hardly keep in position and was about to slide off completely. His numerous legs, which were pitifully thin compared to the rest of his bulk, waved helplessly before his eyes."" ","40,530",/book/show/485894.The_Metamorphosis
Angle of Repose,Wallace Stegner,"9,637",569,1971,"Fiction,Historical Fiction,Classics,Westerns,Literature,Literary Fiction,Novels","Confined to a wheelchair, retired historian Lyman Ward sets out to write his grandparents' remarkable story, chronicling their days spent carving civilization into the surface of America's western frontier. But his research reveals even more about his own life than he's willing to admit. What emerges is an enthralling portrait of four generations in the life of an American family.","5,214",/book/show/292408.Angle_of_Repose
The Tin Drum,Günter Grass,"18,805",580,1959,"Fiction,Classics,German Literature,Historical Fiction,Literature,Germany,Magical Realism",On his third birthday Oskar decides to stop growing. Haunted by the deaths of his parents and wielding his tin drum Oskar recounts the events of his extraordinary life; from the long nightmare of the Nazi era to his anarchic adventures in post-war Germany.,"2,221",/book/show/35743.The_Tin_Drum
Mrs. Dalloway,Virginia Woolf,"53,824",194,1925,"Classics,Fiction,Literature,Novels,Feminism,British Literature,Literary Fiction","Heralded as Virginia Woolf's greatest novel, this is a vivid portrait of a single day in a woman's life. When we meet her, Mrs. Clarissa Dalloway is preoccupied with the last-minute details of party preparation while in her mind she is something much more than a perfect society hostess. As she readies her house, she is flooded with remembrances of faraway times. And, met with the realities of the present, Clarissa reexamines the choices that brought her there, hesitantly looking ahead to the unfamiliar work of growing old.","18,186",/book/show/14942.Mrs_Dalloway
High Fidelity,Nick Hornby,"5,677",323,1995,"Fiction,Music,Contemporary,Humor,Romance,Novels,British Literature","Do you know your desert-island, all-time, top five most memorable split-ups?","7,964",/book/show/285092.High_Fidelity
Watchmen,Alan Moore,"53,824",416,1987,"Graphic Novels,Fiction,Science Fiction,Fantasy,Graphic Novels Comics,Classics,Comic Book","This Hugo Award-winning graphic novel chronicles the fall from grace of a group of super-heroes plagued by all-too-human failings. Along the way, the concept of the super-hero is dissected as the heroes are stalked by an unknown assassin.","17,299",/book/show/472331.Watchmen
Me Talk Pretty One Day,David Sedaris,"18,805",272,2000,"Nonfiction,Memoir,Essays,Short Stories,Comedy,Humor,Biography","Anyone that has read NAKED and BARREL FEVER, or heard David Sedaris speaking live or on the radio will tell you that a new collection from him is cause for jubilation. His recent move to Paris from New York inspired these hilarious new pieces, including 'Me Talk Pretty One Day', about his attempts to learn French from a sadistic teacher who declares that 'every day spent with you is like having a caesarean section'. His family is another inspiration. 'You Can't Kill the Rooster' is a portrait of his brother, who talks incessant hip-hop slang to his bewildered father. And no one hones a finer fury in response to such modern annoyances as restaurant meals presented in ludicrous towers of food and cashiers with six-inch fingernails.","19,941",/book/show/4137.Me_Talk_Pretty_One_Day
Till We Have Faces,C.S. Lewis,"5,677",313,1956,"Fiction,Fantasy,Classics,Mythology,Christian,Religion,Christianity","In this timeless tale of two mortal princesses- one beautiful and one unattractive- C.S. Lewis reworks the classical myth of Cupid and Psyche into an enduring piece of contemporary fiction. This is the story of Orual, Psyche's embittered and ugly older sister, who posessively and harmfully loves Psyche. Much to Orual's frustration, Psyche is loved by Cupid, the god of love himself, setting the troubled Orual on a path of moral development.","6,136",/book/show/17343.Till_We_Have_Faces
Atlas Shrugged,Ayn Rand,"998,587",1168,1957,"Fiction,Classics,Philosophy,Politics,Literature,Science Fiction,Novels","Why did he have to fight his battle, not against his enemies, but against those who needed him most, and his hardest battle against the woman he loved? What is the world’s motor — and the motive power of every man? You will know the answer to these questions when you discover the reason behind the baffling events that play havoc with the lives of the characters in this story. ","20,057",/book/show/662.Atlas_Shrugged
Girl with a Pearl Earring,Tracy Chevalier,"18,805",233,1999,"Historical Fiction,Fiction,Historical,Classics,Art,Romance,Adult","With precisely 35 canvases to his credit, the Dutch painter Johannes Vermeer represents one of the great enigmas of 17th-century art. The meager facts of his biography have been gleaned from a handful of legal documents. Yet Vermeer's extraordinary paintings of domestic life, with their subtle play of light and texture, have come to define the Dutch golden age. His portrait of the anonymous Girl with a Pearl Earring has exerted a particular fascination for centuries—and it is this magnetic painting that lies at the heart of Tracy Chevalier's second novel of the same title.","12,442",/book/show/2865.Girl_with_a_Pearl_Earring
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,Corrie ten Boom,"53,824",242,1971,"Nonfiction,Biography,History,Christian,Memoir,Classics,Holocaust","At one time Corrie ten Boom would have laughed at the idea that there would ever be a story to tell. For the first fifty years of her life nothing at all out of the ordinary had ever happened to her. She was an old-maid watchmaker living contentedly with her spinster sister and their elderly father in the tiny Dutch house over their shop. Their uneventful days, as regulated as their own watches, revolved around their abiding love for one another. However, with the Nazi invasion and occupation of Holland, a story did ensue. ","13,607",/book/show/561909.The_Hiding_Place
Exodus,Leon Uris,"18,805",599,1958,"Historical Fiction,Fiction,Classics,Historical,Israel,Jewish,War"," is an international publishing phenomenon--the towering novel of the twentieth century's most dramatic geopolitical event. Leon Uris magnificently portrays the birth of a new nation in the midst of enemies--the beginning of an earthshaking struggle for power. Here is the tale that swept the world with its fury: the story of an American nurse, an Israeli freedom fighter caught up in a glorious, heartbreaking, triumphant era.","2,136",/book/show/42697.Exodus
Housekeeping,Marilynne Robinson,"5,677",219,1980,"Fiction,Classics,Literary Fiction,Novels,Literature,Contemporary,American","A modern classic, ","6,746",/book/show/11741.Housekeeping
"Trainspotting (Mark Renton, #2)",Irvine Welsh,"5,677",431,1993,"Fiction,Contemporary,Classics,Scotland,Novels,Crime,Literature",',"3,978",/book/show/135836.Trainspotting
The Complete Stories,Flannery O'Connor,"5,677",555,1971,"Short Stories,Fiction,Classics,Literature,Southern Gothic,Southern,American",This is the original cover edition of ,"2,096",/book/show/284996.The_Complete_Stories
Catch-22,Joseph Heller,"53,824",453,1961,"Fiction,Historical Fiction,Classics,War,Humor,Literature,Novels","Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer.","23,365",/book/show/168668.Catch_22
The Color Purple,Alice Walker,"998,587",304,1982,"Fiction,Historical Fiction,Feminism,Classics,LGBT,Historical,Queer","A powerful cultural touchstone of modern American literature, ","25,487",/book/show/52892857-the-color-purple
Green Eggs and Ham,Dr. Seuss,"998,587",64,1960,"Childrens,Picture Books,Classics,Fiction,Poetry,Fantasy,Humor","“Do you like green eggs and ham?” asks Sam-I-am in this Beginner Book by Dr. Seuss. In a house or with a mouse? In a boat or with a goat? On a train or in a tree? Sam keeps asking persistently. With unmistakable characters and signature rhymes, Dr. Seuss’s beloved favorite has cemented its place as a children’s classic. In this most famous of cumulative tales, the list of places to enjoy green eggs and ham, and friends to enjoy them with, gets longer and longer. Follow Sam-I-am as he insists that this unusual treat is indeed a delectable snack to be savored everywhere and in every way. ","11,449",/book/show/23772.Green_Eggs_and_Ham
"Oh, the Places You’ll Go!",Dr. Seuss,"18,805",44,1990,"Childrens,Picture Books,Fiction,Classics,Poetry,Fantasy,Young Adult","In his inimitable, humorous verse and pictures, he addresses the Great Balancing Act (life itself, and the ups and downs it presents) while encouraging us to find the success that lies within us.","6,427",/book/show/191139.Oh_the_Places_You_ll_Go_
Norwegian Wood,Haruki Murakami,"18,805",296,1987,"Fiction,Romance,Japan,Japanese Literature,Classics,Novels,Literary Fiction","Toru, a quiet and preternaturally serious young college student in Tokyo, is devoted to Naoko, a beautiful and introspective young woman, but their mutual passion is marked by the tragic death of their best friend years before. Toru begins to adapt to campus life and the loneliness and isolation he faces there, but Naoko finds the pressures and responsibilities of life unbearable. As she retreats further into her own world, Toru finds himself reaching out to others and drawn to a fiercely independent and sexually liberated young woman. ","44,701",/book/show/11297.Norwegian_Wood
Perfume: The Story of a Murderer,Patrick Süskind,"53,824",263,1985,"Fiction,Classics,Historical Fiction,Horror,Thriller,Mystery,Crime","An acclaimed bestseller and international sensation, Patrick Suskind's classic novel provokes a terrifying examination of what happens when one man's indulgence in his greatest passion—his sense of smell—leads to murder.","24,856",/book/show/343.Perfume
Fight Club,Chuck Palahniuk,"53,824",224,1996,"Fiction,Classics,Thriller,Novels,Mystery,Literature,Adult","Chuck Palahniuk showed himself to be his generation’s most visionary satirist in this, his first book. ","21,633",/book/show/36236124-fight-club
Black Like Me,John Howard Griffin,"5,677",208,1961,"Nonfiction,History,Memoir,Classics,Biography,Race,African American","In the Deep South of the 1950s, journalist ","3,254",/book/show/42603.Black_Like_Me
Darkness at Noon,Arthur Koestler,"5,677",216,1940,"Fiction,Classics,Historical Fiction,Politics,Literature,Russia,Novels","Darkness at Noon is a fictional portrayal of the nightmare politics of our time. Its hero is an aging revolutionary, imprisoned and psychologically tortured by the Party to which he has dedicated his life. As the pressure to confess preposterous crimes increases, he relives a career that embodies the terrible ironies and human betrayals of a totalitarian movement masking itself as an instrument of deliverance. Almost unbearably vivid in its depiction of one man's solitary agony, it asks questions about ends and means that have relevance not only for the past but for the perilous present. It is —- as the Times Literary Supplement has declared —- ""A remarkable book, a grimly fascinating interpretation of the logic of the Russian Revolution, indeed of all revolutionary dictatorships, and at the same time a tense and subtly intellectualized drama.""","2,112",/book/show/30672.Darkness_at_Noon
In Cold Blood,Truman Capote,"998,587",343,1959,"Nonfiction,Classics,True Crime,Crime,Mystery,History,Thriller","On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. ","23,576",/book/show/168642.In_Cold_Blood
Into the Wild,Jon Krakauer,"18,805",203,1996,"Nonfiction,Biography,Adventure,Classics,Memoir,Nature,School","In April, 1992, a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of ","28,468",/book/show/1845.Into_the_Wild
"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"998,587",320,1908,"Classics,Fiction,Young Adult,Historical Fiction,Childrens,Middle Grade,Audiobook","This heartwarming story has beckoned generations of readers into the special world of Green Gables, an old-fashioned farm outside a town called Avonlea. Anne Shirley, an eleven-year-old orphan, has arrived in this verdant corner of Prince Edward Island only to discover that the Cuthberts—elderly Matthew and his stern sister, Marilla—want to adopt a boy, not a feisty redheaded girl. But before they can send her back, Anne—who simply must have more scope for her imagination and a real home—wins them over completely. A much-loved classic that explores all the vulnerability, expectations, and dreams of a child growing up, ","38,577",/book/show/8127.Anne_of_Green_Gables
House of Leaves,Mark Z. Danielewski,"18,805",710,2000,"Horror,Fiction,Fantasy,Mystery,Thriller,Contemporary,Novels",A young family moves into a small home on Ash Tree Lane where they discover something is terribly wrong: their house is bigger on the inside than it is on the outside.,"16,994",/book/show/24800.House_of_Leaves
Where the Sidewalk Ends,Shel Silverstein,"53,824",176,1974,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Picture Books","Shel Silverstein, the ","12,480",/book/show/30119.Where_the_Sidewalk_Ends
She’s Come Undone,Wally Lamb,"53,824",465,1992,"Fiction,Contemporary,Chick Lit,Adult Fiction,Coming Of Age,Novels,Adult","In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years.","11,195",/book/show/5203.She_s_Come_Undone
"The Borrowers (The Borrowers, #1)",Mary Norton,"5,677",180,1952,"Fantasy,Childrens,Classics,Fiction,Middle Grade,Young Adult,Adventure","Beneath the kitchen floor is the world of the Borrowers -- Pod and Homily Clock and their daughter, Arrietty. In their tiny home, matchboxes double as roomy dressers and postage stamps hang on the walls like paintings. Whatever the Clocks need they simply ""borrow"" from the ""human beans"" who live above them. It's a comfortable life, but boring if you're a kid. Only Pod is allowed to venture into the house above, because the danger of being seen by a human is too great. Borrowers who are seen by humans are never seen again. Yet Arrietty won't listen. There is a human boy up there, and Arrietty is desperate for a friend.","2,434",/book/show/348573.The_Borrowers
Buddenbrooks: The Decline of a Family,Thomas Mann,"5,677",731,1901,"Classics,Fiction,German Literature,Germany,Historical Fiction,Literature,Novels","A classic of modern literature: Buddenbrooks is the story of four generations of a wealthy bourgeois family in northern Germany facing the advent of modernity; in an uncertain new world, the family’s bonds and traditions begin to disintegrate. With an introduction by T. J. Reed, and translated by John E. Woods.","1,899",/book/show/80890.Buddenbrooks
The Alchemist,Paulo Coelho,"998,587",182,1988,"Fiction,Classics,Fantasy,Philosophy,Novels,Spirituality,Self Help","Combining magic, mysticism, wisdom, and wonder into an inspiring tale of self-discovery, ","119,680",/book/show/18144590-the-alchemist
Bridge to Terabithia,Katherine Paterson,"18,805",190,1977,"Fiction,Young Adult,Classics,Fantasy,Childrens,Middle Grade,Realistic Fiction", ,"16,313",/book/show/40940121-bridge-to-terabithia
"Watership Down (Watership Down, #1)",Richard  Adams,"998,587",478,1972,"Classics,Fiction,Fantasy,Young Adult,Animals,Childrens,Adventure","Set in England's Downs, a once idyllic rural landscape, this stirring tale of adventure, courage and survival follows a band of very special creatures on their flight from the intrusion of man and the certain destruction of their home. Led by a stouthearted pair of friends, they journey forth from their native Sandleford Warren through the harrowing trials posed by predators and adversaries, to a mysterious promised land and a more perfect society.","17,384",/book/show/76620.Watership_Down
The Call of the Wild,Jack London,"53,824",172,1903,"Fiction,Classics,Adventure,Young Adult,Animals,Historical Fiction,Literature","First published in 1903, ","15,355",/book/show/1852.The_Call_of_the_Wild
The Trial,Franz Kafka,"53,824",255,1925,"Classics,Fiction,Philosophy,Literature,German Literature,Novels,Dystopia","Written in 1914 but not published until 1925, a year after Kafka’s death, ","14,318",/book/show/17690.The_Trial
"Girl, Interrupted",Susanna Kaysen,"5,677",169,1993,"Nonfiction,Memoir,Psychology,Mental Health,Biography,Mental Illness,Classics","In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. She spent most of the next two years on the ward for teenage girls in a psychiatric hospital as renowned for its famous clientele--Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles--as for its progressive methods of treating those who could afford its sanctuary. ","10,014",/book/show/68783.Girl_Interrupted
The Power of Myth,Joseph Campbell,"5,677",293,1988,"Nonfiction,Mythology,Philosophy,History,Psychology,Spirituality,Classics","The Power Of Myth launched an extraordinary resurgence of interest in Joseph Campbell and his work. A preeminent scholar, writer, and teacher, he has had a profound influence on millions of people. To him, mythology was the ""song of the universe, the music of the spheres."" With Bill Moyers, one of America's most prominent journalists, as his thoughtful and engaging interviewer, The Power Of Myth touches on subjects from modern marriage to virgin births, from Jesus to John Lennon, offering a brilliant combination of intelligence and wit.","2,370",/book/show/35519.The_Power_of_Myth
The Bell Jar,Sylvia Plath,"998,587",294,1963,"Fiction,Feminism,Classics,Mental Health,Psychology,Literature,Literary Fiction","The Bell Jar chronicles the crack-up of Esther Greenwood: brilliant, beautiful, enormously talented, and successful, but slowly going under—maybe for the last time. Sylvia Plath masterfully draws the reader into Esther's breakdown with such intensity that Esther's insanity becomes completely real and even rational, as probable and accessible an experience as going to the movies. Such deep penetration into the dark and harrowing corners of the psyche is an extraordinary accomplishment and has made The Bell Jar a haunting American classic.","55,109",/book/show/6514.The_Bell_Jar
A Tree Grows in Brooklyn,Betty  Smith,"998,587",496,1943,"Classics,Fiction,Historical Fiction,Young Adult,Coming Of Age,Historical,New York","The beloved American classic about a young girl's coming-of-age at the turn of the century, Betty Smith's ","26,940",/book/show/14891.A_Tree_Grows_in_Brooklyn
"84, Charing Cross Road",Helene Hanff,"5,677",106,1970,"Nonfiction,Books About Books,Memoir,Biography,British Literature,Biography Memoir,Audiobook","This charming classic, first published in 1970, brings together twenty years of correspondence between Helene Hanff, a freelance writer living in New York City, and a used-book dealer in London. Through the years, though never meeting and separated both geographically and culturally, they share a winsome, sentimental friendship based on their common love for books. Their relationship, captured so acutely in these letters, is one that will grab your heart and not let go.","13,243",/book/show/368916.84_Charing_Cross_Road
"Stones from the River (Burgdorf Cycle, #1)",Ursula Hegi,"5,677",525,1994,"Fiction,Historical Fiction,Germany,World War II,Holocaust,Historical,War",Alternate cover edition of ISBN ,"2,202",/book/show/77163.Stones_from_the_River
"Night  (The Night Trilogy, #1)",Elie Wiesel,"998,587",120,1956,"Nonfiction,Classics,Memoir,Holocaust,Biography,School,Historical","Born in the town of Sighet, Transylvania, Elie Wiesel was a teenager when he and his family were taken from their home in 1944 to Auschwitz concentration camp, and then to Buchenwald. ","37,669",/book/show/1617.Night
Sophie’s World,Jostein Gaarder,"18,805",403,1991,"Fiction,Classics,Young Adult,Novels,Fantasy,Literature,Contemporary","One day fourteen-year-old Sophie Amundsen comes home from school to find in her mailbox two notes, with one question on each: ""Who are you?"" and ""Where does the world come from?"" From that irresistible beginning, Sophie becomes obsessed with questions that take her far beyond what she knows of her Norwegian village. Through those letters, she enrolls in a kind of correspondence course, covering Socrates to Sartre, with a mysterious philosopher, while receiving letters addressed to another girl. Who is Hilde? And why does her mail keep turning up? To unravel this riddle, Sophie must use the philosophy she is learning—but the truth turns out to be far more complicated than she could have imagined.","14,906",/book/show/10959.Sophie_s_World
"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"998,587",322,1954,"Fantasy,Fiction,Adventure,Classics,High Fantasy,Science Fiction Fantasy,Epic Fantasy","The Two Towers. Book Two in J.R.R. Tolkien's acclaimed trilogy, a masterpiece of high fantasy. ","19,136",/book/show/15241.The_Two_Towers
The Princess Bride,William Goldman,"53,824",429,1973,"Fantasy,Classics,Fiction,Romance,Humor,Young Adult,Adventure",What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?,"25,919",/book/show/21787.The_Princess_Bride
